respondentId,v38,v39,v63,v102,v103,v104,v105,v106,v107,v143,v144,v185,v186,v187,v188,v199,v200,v201,v202,v203,v149,v159,v150,v152,v153,v160,v154,v155,v156,v157,v158,v163
106,0.78,0.78,0.78,0.44,0.78,0.22,0.56,0.22,0.22,0.78,0.56,1.0,1.0,1.0,0.22,0.5,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.89,1.0,0.78,0.78,0.0,0.89
107,0.44,0.33,0.44,0.56,0.44,0.56,0.44,0.33,0.22,0.33,0.33,0.89,0.89,1.0,0.78,0.75,0.5,0.5,0.5,0.5,0.56,0.44,0.22,0.44,0.44,0.44,0.22,0.11,0.44,0.44,0.44,0.44
108,0.78,0.56,1.0,0.67,0.56,0.78,0.0,0.56,0.0,0.33,0.22,0.44,0.67,0.89,0.44,1.0,0.0,1.0,1.0,0.0,0.44,0.44,0.11,0.11,0.11,0.0,1.0,0.78,0.11,0.0,0.78,0.78
109,0.89,0.78,0.0,0.44,0.67,0.67,0.44,0.56,0.56,0.67,0.56,0.89,0.89,0.67,0.67,0.75,0.75,0.75,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0
110,0.78,0.89,0.11,0.67,1.0,0.89,0.78,0.33,0.89,0.78,0.44,0.0,1.0,0.89,0.56,1.0,1.0,0.0,0.25,0.0,0.0,0.78,0.0,0.0,1.0,0.0,1.0,1.0,0.22,0.22,0.0,0.44
111,0.56,0.44,0.56,0.44,0.0,0.22,0.44,0.67,0.44,0.0,0.67,1.0,1.0,0.67,0.0,0.0,0.5,0.25,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
112,0.78,0.78,0.56,0.56,0.44,0.44,0.44,0.44,0.44,0.78,0.67,0.67,0.89,0.89,0.22,0.5,0.75,0.25,0.25,0.25,0.11,0.0,0.11,0.0,1.0,0.56,0.22,0.33,0.44,0.11,0.0,0.0
113,0.78,0.78,0.0,0.44,0.56,0.67,0.78,0.56,0.56,0.78,0.56,0.22,1.0,0.78,0.22,0.5,0.5,0.5,0.25,0.5,0.0,0.0,0.22,0.0,0.67,0.67,1.0,0.89,0.89,0.0,0.44,0.11
114,0.89,0.78,0.78,0.56,0.78,0.0,0.78,0.11,0.67,0.33,0.56,0.67,0.67,0.33,0.78,1.0,1.0,0.5,0.25,0.25,0.56,0.67,0.67,0.11,0.22,0.22,0.22,0.33,0.33,0.0,0.44,0.0
115,0.89,0.78,0.56,0.56,0.33,0.44,0.56,0.67,0.67,0.78,0.78,0.22,0.67,0.89,0.0,0.25,0.75,0.25,0.25,0.25,0.0,0.0,0.33,0.0,1.0,0.44,0.44,0.44,0.0,0.0,0.44,0.0
116,0.89,0.89,1.0,0.44,0.56,0.56,0.56,0.56,0.56,0.44,0.44,0.56,0.56,0.56,0.56,1.0,0.75,0.75,0.25,0.25,0.44,0.22,0.22,0.22,0.44,0.44,0.44,0.44,0.44,0.11,0.44,0.0
117,1.0,1.0,0.0,0.78,0.89,1.0,1.0,0.11,0.78,0.89,0.89,0.44,0.78,0.78,0.78,0.75,0.0,0.75,0.5,0.25,0.0,0.0,0.0,0.0,1.0,0.67,1.0,1.0,0.67,0.0,0.67,0.11
118,0.78,0.89,0.0,0.22,0.56,0.22,0.56,0.56,0.22,0.78,0.44,0.0,0.0,0.0,0.44,0.5,0.75,0.25,0.0,0.0,0.78,0.22,0.22,0.0,1.0,0.44,1.0,1.0,1.0,0.78,1.0,0.0
119,0.89,0.56,0.67,0.33,0.67,0.22,0.56,0.33,0.56,0.33,0.22,0.33,0.22,0.56,0.78,0.75,0.5,0.25,0.25,0.25,0.0,0.22,0.0,0.0,0.22,0.0,0.33,0.44,0.0,0.0,0.0,0.0
120,1.0,0.11,1.0,1.0,1.0,0.89,1.0,0.11,0.89,0.44,0.56,0.22,0.11,0.56,1.0,1.0,0.0,0.25,0.75,0.5,0.0,0.0,0.0,0.0,0.11,0.44,0.44,0.44,0.0,0.0,0.0,0.0
121,0.78,0.78,0.33,0.33,0.67,0.56,0.67,0.56,0.56,0.67,0.33,0.56,0.56,0.56,0.33,0.5,0.75,0.25,0.75,0.25,0.22,0.33,0.0,0.0,1.0,0.44,1.0,1.0,1.0,0.44,1.0,0.0
122,0.56,0.78,0.67,0.78,0.89,0.89,0.56,0.56,0.56,1.0,0.56,0.44,0.44,0.44,0.44,0.75,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.67,0.44,0.0,0.67,0.78,0.0,0.44,0.44
123,0.67,0.44,0.44,0.67,0.11,0.56,0.44,0.44,0.44,0.67,0.67,0.44,0.78,0.78,0.0,0.5,0.5,0.5,0.5,0.5,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
124,0.67,0.56,0.44,0.44,0.67,0.78,0.78,0.78,0.78,0.44,0.44,0.78,0.78,0.78,0.78,0.5,0.5,0.5,0.5,0.5,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
125,0.78,1.0,0.89,0.56,0.44,0.44,0.67,0.67,0.56,0.44,0.44,0.33,0.11,0.11,0.67,0.75,0.75,0.25,0.25,0.25,0.11,0.11,0.0,0.0,1.0,0.11,0.78,0.56,0.11,0.11,0.11,0.0
126,0.67,0.67,0.56,1.0,0.67,0.89,0.78,0.56,0.56,0.44,0.22,0.0,1.0,1.0,0.0,0.75,0.75,0.25,0.25,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.0,0.44
127,1.0,0.89,0.0,0.67,0.67,0.22,1.0,0.44,0.56,0.78,0.56,0.0,0.33,0.33,0.67,0.75,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.78,1.0,1.0,1.0,1.0,1.0,0.0
128,1.0,1.0,0.0,0.44,0.56,0.22,1.0,0.22,0.22,0.0,0.0,1.0,0.67,1.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.44,0.0,0.0,0.0
129,0.78,0.89,0.44,0.56,0.78,0.78,0.78,1.0,0.56,0.78,0.78,0.22,1.0,1.0,0.44,0.75,0.75,0.75,0.0,0.0,0.0,0.11,0.0,0.0,1.0,0.56,1.0,1.0,1.0,1.0,0.56,0.0
130,0.22,0.78,0.0,0.22,0.33,0.56,0.56,0.89,0.0,0.89,0.67,0.22,0.22,0.89,0.11,0.75,0.75,0.25,0.25,0.0,0.0,0.44,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.0
131,1.0,1.0,0.89,0.44,0.0,0.0,1.0,1.0,0.56,0.0,0.44,0.56,0.56,0.56,0.56,0.5,0.5,0.25,0.75,0.5,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,0.0,0.0,0.44
132,0.56,0.67,0.11,0.33,0.22,0.78,0.44,0.44,0.33,0.67,0.67,0.67,0.67,0.78,0.78,0.75,0.5,0.75,0.25,0.25,0.22,0.56,0.33,0.0,1.0,0.22,0.78,0.67,1.0,0.89,0.33,1.0
133,0.67,0.67,0.0,0.56,0.78,0.44,0.78,0.78,0.33,0.67,0.67,0.78,0.78,1.0,0.22,0.5,0.75,0.25,0.25,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.89
134,0.44,0.78,0.0,0.56,0.11,0.11,0.11,0.11,0.44,0.22,0.44,0.0,0.11,0.11,0.56,0.0,0.5,0.5,1.0,0.75,0.0,0.0,0.0,0.0,0.78,0.67,0.78,0.89,0.44,0.44,0.44,0.67
135,0.44,0.44,0.22,0.44,0.78,0.89,0.89,0.44,0.78,0.67,0.44,0.56,0.78,0.78,0.56,0.75,0.25,0.5,0.25,0.75,0.0,0.0,0.0,0.0,0.44,0.44,0.44,0.78,0.89,0.11,0.33,0.11
136,0.78,0.67,0.56,0.44,0.56,0.56,0.56,0.56,0.56,1.0,0.78,0.0,0.56,0.56,0.56,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44,0.44,0.44,0.44,0.0,0.0,0.0
137,0.44,0.67,0.44,0.33,0.56,0.67,0.67,0.44,0.44,0.56,0.56,0.56,0.56,1.0,0.44,0.75,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.78,0.44,0.56,0.0,0.67,0.44
138,0.67,0.78,1.0,0.33,0.33,0.56,0.67,0.33,0.56,0.67,0.67,0.22,0.33,0.22,0.78,0.25,0.5,0.25,0.25,0.5,0.0,0.33,0.0,0.0,1.0,0.44,0.44,0.67,0.56,0.33,0.0,0.0
139,0.44,0.89,1.0,0.56,0.67,0.67,0.22,0.89,0.56,0.56,0.78,0.44,0.56,0.78,0.56,1.0,1.0,0.5,0.25,0.75,0.11,0.11,0.11,0.11,0.44,0.44,0.0,0.11,0.0,0.11,0.0,0.0
140,0.44,0.44,0.11,0.33,0.67,0.44,0.56,0.67,0.56,0.89,0.89,0.11,0.67,0.67,0.56,0.75,0.75,0.25,0.5,0.0,0.0,0.11,0.0,0.0,1.0,0.22,1.0,1.0,0.33,0.33,0.78,0.0
141,0.56,0.89,0.56,0.56,1.0,0.67,0.56,1.0,0.78,0.89,0.89,0.22,0.78,0.67,0.56,0.5,1.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,1.0,0.44,0.22,0.44,0.78,0.11,0.11,0.0
142,0.78,0.78,0.11,0.56,0.56,0.89,0.44,1.0,0.56,0.67,0.44,0.44,0.78,0.67,0.11,0.5,0.25,0.5,0.0,0.5,0.0,0.11,0.11,0.0,1.0,0.44,1.0,1.0,1.0,0.0,0.44,0.22
143,0.56,0.67,1.0,0.0,0.0,1.0,1.0,0.0,0.33,1.0,0.0,0.0,0.0,0.44,0.89,0.5,0.75,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.22
144,0.67,0.67,0.56,0.44,0.44,0.56,0.78,0.89,0.56,0.44,0.33,0.11,0.22,0.56,0.56,0.75,0.5,0.25,0.25,0.5,0.22,0.33,0.0,0.0,0.67,0.44,0.33,0.56,0.11,0.22,0.44,0.0
145,0.67,0.56,0.22,0.78,0.22,0.89,0.67,0.67,0.67,0.56,0.56,0.89,0.44,1.0,1.0,0.25,0.75,0.25,0.75,0.75,0.78,0.0,0.0,0.0,0.0,0.0,0.67,0.89,0.89,0.0,0.67,1.0
146,0.56,0.67,0.56,0.0,0.78,0.89,0.56,0.44,0.56,0.44,0.33,1.0,1.0,1.0,0.22,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.56,0.0,0.44,0.56,0.44,0.0,0.0,0.56
147,1.0,1.0,0.44,0.0,0.0,0.0,0.56,0.56,0.56,1.0,0.44,0.56,1.0,0.56,1.0,1.0,0.5,0.75,0.25,0.5,1.0,0.44,0.0,1.0,1.0,0.44,1.0,0.0,0.0,0.56,1.0,1.0
148,0.11,0.0,0.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11,0.78,1.0,0.0,0.0,0.0,0.75,1.0,1.0,0.78,0.0,0.0,0.0,0.22,0.78,1.0,1.0,0.67,0.67,0.78,0.78
149,0.56,0.78,0.44,0.22,0.56,0.56,0.33,0.0,0.56,1.0,0.44,0.56,0.0,0.56,0.56,1.0,0.25,0.5,0.75,0.5,0.0,0.0,0.0,0.0,0.22,0.0,0.78,0.44,0.67,0.0,0.44,0.0
150,0.78,0.67,0.0,0.44,0.56,0.56,1.0,0.56,0.22,0.33,0.56,0.22,0.67,0.56,0.56,0.5,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.78,0.67,1.0,0.89,1.0,1.0,0.0,1.0
151,0.33,0.33,0.56,0.22,0.22,0.56,0.56,0.67,0.44,0.33,0.11,0.22,0.0,0.22,0.89,0.75,0.5,0.25,0.25,0.0,0.11,0.78,0.0,0.0,1.0,0.78,1.0,1.0,0.44,0.67,0.67,0.0
152,1.0,0.89,0.56,0.44,0.56,0.78,0.67,0.44,0.56,0.22,0.11,0.22,0.11,0.22,0.44,1.0,0.75,0.0,0.25,0.25,0.11,0.0,0.0,0.0,0.78,0.0,0.44,0.67,0.44,0.0,0.44,0.0
153,0.22,0.67,0.0,0.44,0.56,0.67,0.56,0.56,0.78,0.78,0.44,0.11,0.56,0.56,0.56,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44,0.44,1.0,0.44,0.44,0.78,0.0
154,1.0,0.67,1.0,0.56,0.0,0.78,0.56,0.78,0.0,0.0,0.0,0.0,0.78,0.78,0.56,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.44,0.33,0.0,0.0,0.44,0.0,0.0,0.0,0.0
155,0.89,0.44,1.0,0.44,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.56,0.25,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.0,0.0,1.0
156,0.89,0.78,0.0,0.22,0.89,1.0,1.0,0.22,0.56,1.0,0.89,0.89,0.33,0.89,0.89,0.5,0.75,0.25,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.11,1.0,1.0,0.11,0.11,0.78,0.0
157,0.89,0.89,0.78,0.89,0.78,0.89,0.89,0.22,1.0,0.78,0.78,0.56,0.78,0.89,0.22,0.25,0.25,0.25,0.25,0.75,0.0,0.22,0.0,0.0,1.0,0.44,0.56,0.44,0.56,0.11,0.67,0.22
158,0.44,0.44,1.0,0.56,0.33,0.11,0.44,0.78,0.22,0.67,0.56,1.0,0.33,1.0,0.56,0.75,0.75,0.25,0.75,0.25,0.0,0.44,0.0,0.0,0.0,0.11,0.0,0.0,0.44,0.0,0.56,0.0
159,0.78,0.78,0.33,1.0,0.89,0.44,0.78,0.44,0.89,0.89,0.67,0.33,0.78,0.78,0.44,0.75,0.25,0.5,0.75,0.25,0.22,0.0,0.0,0.0,0.44,0.0,0.44,0.78,0.56,0.44,0.22,0.33
160,0.78,1.0,0.0,0.44,0.56,0.56,0.89,0.33,0.78,0.67,0.56,0.56,0.44,0.44,0.56,0.75,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,0.22,0.0,0.44,0.0
161,0.67,0.67,0.0,0.11,0.56,0.56,0.56,0.67,0.33,0.78,0.22,0.22,0.22,0.44,0.44,0.5,0.75,0.25,0.25,0.25,0.0,0.0,0.22,0.0,1.0,0.56,1.0,1.0,0.89,0.67,0.78,0.0
162,0.33,0.89,0.11,0.89,0.78,0.78,1.0,0.44,0.89,0.78,0.78,0.11,0.11,0.11,0.78,0.75,0.75,0.25,0.25,0.0,0.0,0.78,0.0,0.44,1.0,0.56,1.0,1.0,0.78,0.56,0.67,0.22
163,0.67,1.0,0.78,0.11,0.78,1.0,1.0,1.0,1.0,0.67,1.0,0.67,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.56,0.44,0.78,0.0,0.56,0.0,0.0
164,0.78,1.0,1.0,0.67,0.33,0.44,0.78,0.78,0.22,0.78,0.33,0.33,0.33,0.67,0.22,1.0,0.25,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.44,0.0,0.0,0.0,0.0
165,0.89,0.78,0.0,0.33,0.33,0.22,0.56,0.67,0.33,0.89,0.56,0.0,0.0,0.33,0.78,1.0,1.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,1.0,0.22,1.0,1.0,1.0,1.0,0.78,0.11
166,0.78,1.0,1.0,1.0,0.11,0.22,0.56,0.44,0.78,0.89,0.89,0.22,0.22,0.22,0.11,0.75,1.0,0.0,0.0,0.25,0.11,0.0,0.0,0.0,0.78,0.0,0.56,0.78,0.89,0.0,0.0,0.0
167,0.78,0.67,0.67,0.67,0.67,0.33,0.89,0.33,0.89,0.33,0.22,0.56,0.56,0.89,0.67,0.25,0.75,0.5,0.25,0.5,0.22,0.22,0.11,0.0,0.0,0.0,0.56,0.56,0.56,0.0,0.44,0.56
168,0.89,1.0,1.0,0.78,1.0,0.33,1.0,0.0,1.0,1.0,0.89,0.0,0.0,0.0,0.89,0.75,0.25,0.25,0.25,0.75,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.56,1.0,0.0,0.0,0.11
169,0.67,0.78,0.22,0.56,0.33,0.33,0.78,0.67,0.56,1.0,0.89,0.44,0.67,0.67,0.56,0.5,0.75,0.25,0.25,0.25,0.11,0.33,0.0,0.0,1.0,0.56,0.78,1.0,0.78,0.44,0.67,0.0
170,0.78,0.78,0.11,0.56,0.67,0.78,0.67,0.33,0.67,0.89,0.78,0.11,0.67,0.78,0.67,0.75,0.75,0.5,0.25,0.25,0.22,0.67,0.0,0.11,1.0,1.0,0.89,1.0,0.78,0.78,1.0,0.11
171,0.78,0.67,0.22,0.44,0.78,0.44,0.78,0.56,0.56,0.56,0.56,0.67,0.67,0.67,0.22,0.75,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.33,0.33,0.89,0.89,0.78,0.0,0.0,0.44
172,0.56,0.56,0.33,0.56,0.78,0.33,0.78,0.78,0.33,0.67,0.56,1.0,1.0,1.0,0.56,0.5,0.25,0.5,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.44,0.22,0.89,0.44
173,0.78,0.78,0.22,0.44,0.56,0.56,1.0,0.22,0.78,0.67,0.78,0.56,0.33,0.33,0.33,0.25,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.11,0.89,0.67,0.33,0.89,0.89,0.44,0.67,0.22
174,0.78,0.78,1.0,0.44,0.0,0.0,0.22,0.0,0.0,0.78,0.78,0.22,1.0,1.0,0.0,1.0,0.25,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.89,0.0,1.0,0.78,0.0,0.0,0.0,0.0
175,0.89,0.89,0.44,0.44,1.0,0.78,0.56,0.11,0.22,0.44,0.44,0.11,1.0,1.0,0.56,0.75,0.75,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.22,0.0,0.44,0.44,0.89,0.11,0.11,0.78
176,1.0,0.78,0.0,0.22,0.44,0.67,0.89,0.33,0.44,0.78,0.67,0.33,0.67,0.67,0.33,0.5,0.75,0.5,0.25,0.0,0.22,0.22,0.11,0.11,1.0,0.44,1.0,1.0,0.78,0.44,0.78,0.11
177,0.78,0.33,1.0,1.0,0.33,1.0,1.0,0.78,1.0,0.0,0.0,0.0,0.67,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
178,0.67,0.67,0.0,0.11,0.56,0.56,0.67,0.78,0.33,0.78,0.78,0.11,0.44,0.56,0.33,0.75,0.5,0.0,0.0,0.0,0.33,0.56,0.22,0.11,1.0,0.11,1.0,1.0,0.44,0.0,0.67,0.0
179,0.22,0.22,0.0,1.0,0.22,0.89,0.56,0.67,0.22,1.0,0.89,0.78,0.67,0.78,0.0,0.25,0.0,1.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.67
180,0.22,0.67,1.0,0.33,0.33,0.78,0.89,0.22,0.22,0.33,0.22,0.89,0.89,0.78,0.22,0.75,0.25,0.5,0.75,0.5,0.0,0.0,0.0,0.0,0.44,0.22,0.44,0.22,0.0,0.0,0.22,0.0
181,0.78,0.89,1.0,0.44,1.0,0.0,1.0,0.0,0.56,0.22,0.0,0.0,0.0,0.78,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.22,0.0,0.0,0.44,0.78,0.11,0.78,0.44,0.0,0.44,0.0
182,0.56,0.44,0.89,0.33,0.33,0.33,0.44,0.11,0.44,0.78,0.56,0.56,0.33,0.56,0.44,0.75,0.0,0.75,0.5,0.75,0.44,0.0,0.0,0.22,0.11,0.0,0.0,0.0,0.11,0.22,0.0,0.22
183,1.0,0.67,1.0,1.0,0.0,0.0,0.56,0.56,0.44,0.0,0.33,0.22,1.0,0.56,0.56,1.0,1.0,1.0,1.0,1.0,0.33,0.78,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,0.78,1.0,0.89,0.11,0.89,0.78,0.78,0.22,0.78,0.56,0.56,0.11,0.33,0.56,0.11,1.0,1.0,0.25,0.25,0.25,0.11,0.11,0.0,0.0,0.0,0.0,0.44,0.44,0.44,0.0,0.67,0.11
185,0.44,0.44,1.0,0.44,0.56,0.89,0.78,0.56,0.89,0.78,0.78,0.56,0.33,0.56,0.0,0.75,0.5,0.5,0.5,0.5,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.11,0.0,0.33,0.0
186,0.56,0.78,0.0,0.33,0.11,0.11,0.44,0.44,0.44,0.78,0.44,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.44,0.67,0.0,0.0,1.0,0.11,1.0,1.0,0.44,0.11,1.0,0.0
187,0.78,1.0,0.89,0.56,0.0,0.0,1.0,0.56,0.11,0.11,0.22,0.0,0.0,0.0,0.0,0.25,0.75,0.25,0.25,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78
188,0.67,1.0,0.33,0.78,0.89,0.33,0.89,0.56,0.89,0.78,0.67,0.56,0.56,0.56,0.56,0.75,1.0,0.5,0.25,0.25,0.0,0.78,0.22,0.56,0.78,0.78,0.78,0.78,0.0,0.78,0.78,0.22
189,0.78,0.78,0.78,0.67,0.44,0.56,0.56,0.56,0.44,0.67,0.67,0.78,0.78,0.89,0.78,0.5,0.5,0.5,0.5,0.5,0.44,0.44,0.33,0.44,0.33,0.78,0.33,0.22,0.67,0.67,0.44,0.22
190,0.89,0.44,0.44,0.44,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.56,0.22,0.33,1.0,0.75,0.5,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0
191,0.44,0.89,0.0,0.56,0.56,0.78,0.78,0.44,0.78,0.67,0.56,0.56,0.67,0.67,0.11,0.5,0.75,0.5,0.25,0.5,0.11,0.22,0.11,0.11,1.0,0.56,0.78,0.78,0.78,0.67,0.67,0.0
192,0.89,1.0,0.44,0.44,0.56,0.56,1.0,0.56,0.0,0.22,0.44,0.56,0.78,1.0,0.56,0.75,0.75,0.75,0.25,0.75,0.11,0.44,0.0,0.0,0.0,0.44,0.0,0.78,0.78,0.11,0.44,0.44
193,0.78,0.89,0.44,0.44,0.67,0.56,0.67,0.33,0.56,0.67,0.67,0.44,0.78,0.44,0.56,0.5,0.75,0.75,0.5,0.25,0.0,0.33,0.0,0.0,1.0,0.44,0.56,0.78,0.78,0.56,0.67,0.0
194,0.89,0.78,0.0,0.22,0.78,0.78,1.0,0.33,0.56,0.67,0.67,0.11,0.67,0.78,0.33,0.75,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.89,0.78,0.44,0.78
195,0.89,0.89,0.0,0.33,0.56,0.44,0.67,0.33,0.33,0.89,0.78,0.0,0.11,0.11,0.56,0.5,1.0,0.25,0.25,0.0,0.11,0.44,0.0,0.0,1.0,0.78,1.0,1.0,0.67,0.44,1.0,0.0
196,0.78,1.0,1.0,0.67,0.78,0.33,0.78,0.56,0.67,0.67,0.33,0.33,0.56,0.67,0.56,0.25,0.75,0.75,0.25,0.5,0.0,0.0,0.0,0.0,0.67,0.33,0.56,0.56,0.44,0.0,0.44,0.0
197,1.0,0.78,0.0,0.56,0.22,1.0,0.89,0.33,0.11,0.56,0.11,0.0,1.0,1.0,0.22,0.0,0.5,0.75,0.5,0.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78
198,0.89,0.78,0.44,0.44,1.0,1.0,0.78,0.78,0.56,0.78,0.56,0.78,1.0,1.0,0.0,0.5,0.5,0.75,0.5,0.75,0.0,0.0,0.0,0.0,0.33,0.0,0.11,0.44,0.33,0.0,0.0,0.0
199,0.67,0.89,0.22,0.89,1.0,0.78,1.0,0.0,1.0,1.0,1.0,0.33,0.78,0.78,0.33,0.25,1.0,0.75,0.0,0.25,0.0,0.0,0.22,0.22,0.22,1.0,1.0,1.0,1.0,0.67,1.0,1.0
200,0.78,0.44,0.56,0.44,0.56,0.67,0.78,0.22,0.11,0.33,0.33,0.22,0.11,0.33,0.78,0.25,0.25,0.5,0.5,0.75,0.0,0.44,0.0,0.0,0.0,0.11,0.56,0.56,0.67,0.0,0.33,0.78
201,1.0,1.0,0.0,0.89,0.78,0.56,1.0,0.0,1.0,1.0,0.56,0.0,0.33,0.33,0.33,0.5,0.25,0.5,0.75,0.5,0.0,0.11,0.0,0.0,1.0,0.44,1.0,1.0,0.0,0.56,0.11,0.0
202,0.78,0.56,0.56,0.89,0.0,1.0,0.67,0.78,0.11,0.22,0.22,0.22,0.67,0.78,1.0,0.25,0.25,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.22,1.0
203,0.44,0.44,1.0,0.67,1.0,1.0,0.78,0.78,0.33,0.33,0.56,0.78,0.89,0.78,0.33,0.25,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.22,0.44,0.67,0.67,0.67,0.0,0.22,0.0
204,0.67,0.44,0.78,0.44,0.33,0.89,0.56,0.78,0.22,0.44,0.22,0.56,0.56,0.56,0.89,0.75,0.75,0.25,0.25,0.25,0.22,0.22,0.11,0.11,0.11,0.11,0.0,0.22,0.44,0.44,0.0,0.44
205,0.44,0.67,0.44,0.0,0.0,0.33,0.78,0.44,0.56,0.56,0.56,0.67,0.89,0.89,0.11,0.25,0.25,0.25,0.25,0.5,0.11,0.44,0.0,0.11,0.44,0.11,0.44,0.56,0.78,0.0,0.44,0.67
206,0.89,0.11,0.44,0.44,0.56,0.44,1.0,0.56,0.56,0.89,0.89,0.56,0.89,0.78,0.11,0.75,0.25,0.5,1.0,0.75,0.0,0.0,0.11,0.0,0.89,0.11,1.0,1.0,1.0,0.44,0.44,0.67
207,0.44,0.67,0.44,0.44,0.22,0.22,0.33,0.11,0.56,0.44,0.11,0.78,1.0,1.0,0.0,0.25,0.5,0.25,0.0,0.25,0.22,0.44,0.44,0.56,0.44,0.11,0.44,0.11,0.78,0.11,0.22,0.44
208,0.78,1.0,0.0,0.44,0.67,0.56,1.0,0.56,0.78,0.78,0.44,0.11,0.78,0.22,0.56,0.75,0.75,0.0,0.0,0.25,0.0,0.22,0.0,0.0,1.0,0.11,1.0,1.0,0.67,0.0,1.0,0.22
209,0.78,1.0,1.0,0.44,0.67,0.33,0.78,0.44,0.56,1.0,1.0,0.44,0.44,0.44,0.44,0.75,1.0,0.25,0.25,0.25,0.0,0.11,0.0,0.0,0.33,0.11,0.11,0.89,0.56,0.11,0.56,0.0
210,1.0,1.0,0.22,0.89,0.67,0.22,1.0,0.0,0.56,0.56,0.22,0.11,0.33,0.33,0.78,0.75,0.75,0.0,0.0,0.0,0.0,0.11,0.22,0.0,1.0,0.22,0.78,1.0,0.89,0.0,0.78,0.44
211,0.56,0.33,0.0,0.44,0.78,0.67,0.78,0.78,0.78,0.78,0.22,0.89,1.0,1.0,0.56,0.75,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.78,0.22,0.44,0.44
